City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
229,Urucurituba,BR,2022-01-04 21:36:03,-2.6833,-57.6667,76.03,95,62,2.89
230,Los Andes,CL,2022-01-04 21:36:03,-32.8337,-70.5983,86.02,32,1,10.29
231,Tarnos,FR,2022-01-04 21:36:04,43.5417,-1.4628,52.14,87,75,14.97
232,Coihaique,CL,2022-01-04 21:36:04,-45.5752,-72.0662,60.75,44,75,10.36
233,Djambala,CG,2022-01-04 21:36:05,-2.5447,14.7533,68.79,86,100,2.37
234,Lake Havasu City,US,2022-01-04 21:36:05,34.4839,-114.3224,61.25,22,1,1.01
235,Port Elizabeth,ZA,2022-01-04 21:36:05,-33.918,25.5701,70.11,94,75,2.3
236,Koygorodok,RU,2022-01-04 21:36:06,60.445,50.9968,-15.11,99,84,3.94
237,Ola,RU,2022-01-04 21:36:06,59.5833,151.2833,21.92,93,100,11.07
238,Alyangula,AU,2022-01-04 21:36:06,-13.8483,136.4192,78.67,100,95,0.0
239,Indramayu,ID,2022-01-04 21:36:06,-6.3264,108.32,78.57,76,94,3.94
240,Katsuura,JP,2022-01-04 21:36:07,35.1333,140.3,39.31,48,28,18.95
241,Mareeba,AU,2022-01-04 21:36:07,-17.0,145.4333,80.44,80,42,4.56
242,Tsogni,GA,2022-01-04 21:36:07,-2.7942,10.0988,76.35,92,99,3.51
243,Newport,GB,2022-01-04 21:36:08,51.5877,-2.9984,40.86,83,10,14.52
244,Birin,NP,2022-01-04 21:36:08,26.8865,88.0718,43.83,77,3,4.34
245,Motala,SE,2022-01-04 21:36:08,58.5371,15.0365,33.58,83,99,14.23
246,Manbij,SY,2022-01-04 21:36:09,36.5281,37.9549,43.57,57,22,6.06
247,Sur,OM,2022-01-04 21:36:09,22.5667,59.5289,71.6,82,86,9.01
248,Natalinsk,RU,2022-01-04 21:36:09,56.4739,57.8698,-4.86,97,87,6.38
249,Micheweni,TZ,2022-01-04 21:36:10,-4.9667,39.8333,81.19,77,83,9.8
250,Natal,BR,2022-01-04 21:36:10,-5.795,-35.2094,83.05,78,40,14.97
251,Nabire,ID,2022-01-04 21:36:10,-3.3667,135.4833,73.96,94,100,2.15
252,Beringovskiy,RU,2022-01-04 21:36:11,63.05,179.3167,11.35,96,96,3.76
253,Luderitz,NA,2022-01-04 21:36:11,-26.6481,15.1594,61.99,73,0,15.3
254,Fort Nelson,CA,2022-01-04 21:36:11,58.8053,-122.7002,-31.41,75,75,0.0
255,Catuday,PH,2022-01-04 21:36:11,16.2923,119.8062,73.96,71,85,12.88
256,Sisimiut,GL,2022-01-04 21:36:12,66.9395,-53.6735,34.09,55,100,19.26
257,Atuona,PF,2022-01-04 21:36:12,-9.8,-139.0333,78.89,76,13,17.13
258,Taltal,CL,2022-01-04 21:36:12,-25.4,-70.4833,69.03,70,12,2.57
259,Dromolaxia,CY,2022-01-04 21:36:13,34.8761,33.586,58.87,82,40,6.91
260,Kidodi,TZ,2022-01-04 21:36:13,-7.6036,37.0044,74.07,77,100,3.33
261,Thompson,CA,2022-01-04 21:36:13,55.7435,-97.8558,-20.04,69,90,9.22
262,Tessalit,ML,2022-01-04 21:36:14,20.1986,1.0114,63.36,24,0,8.43
263,Male,MV,2022-01-04 21:36:14,4.1748,73.5089,80.55,89,75,9.22
264,Marystown,CA,2022-01-04 21:31:24,47.1666,-55.1483,18.86,100,100,8.01
265,Vestmanna,FO,2022-01-04 21:36:14,62.1564,-7.1664,34.72,60,75,32.21
266,Adre,TD,2022-01-04 21:36:15,13.4667,22.2,63.45,26,79,13.22
267,Tuy Hoa,VN,2022-01-04 21:36:15,13.0833,109.3,70.3,94,59,4.12
268,Vicuna,CL,2022-01-04 21:36:15,-30.0319,-70.7081,86.77,36,1,8.59
269,Narsaq,GL,2022-01-04 21:36:16,60.9167,-46.05,44.82,87,100,3.67
270,Nhulunbuy,AU,2022-01-04 21:36:16,-12.2333,136.7667,84.81,84,100,8.05
271,Saint-Pierre,RE,2022-01-04 21:36:16,-21.3393,55.4781,76.68,67,0,5.75
272,Xichang,CN,2022-01-04 21:36:18,27.8964,102.2634,38.16,63,1,0.65
273,Yaan,NG,2022-01-04 21:36:18,7.3833,8.5667,78.91,23,100,5.39
274,Monterey,US,2022-01-04 21:35:27,36.2505,-121.2516,57.09,7,16,6.91
275,Oistins,BB,2022-01-04 21:36:19,13.0667,-59.5333,75.29,83,75,13.8
276,Srednekolymsk,RU,2022-01-04 21:36:19,67.45,153.6833,-12.69,98,100,3.38
277,Mabay,PH,2022-01-04 21:36:19,6.0577,124.4666,76.87,82,100,3.29
278,Harnosand,SE,2022-01-04 21:33:57,62.6323,17.9379,24.82,90,87,7.7
279,Brookhaven,US,2022-01-04 21:36:20,31.5791,-90.4407,55.24,60,0,6.67
280,Todos Santos,MX,2022-01-04 21:36:20,23.45,-110.2167,81.19,75,2,5.39
281,Hualmay,PE,2022-01-04 21:36:20,-11.0964,-77.6139,72.82,75,70,8.61
282,Henties Bay,NA,2022-01-04 21:36:21,-22.116,14.2845,60.85,93,23,3.67
283,Kiunga,PG,2022-01-04 21:36:21,-6.1219,141.2906,74.12,99,100,2.93
284,Lavrentiya,RU,2022-01-04 21:36:21,65.5833,-171.0,2.86,63,73,3.47
285,Darhan,MN,2022-01-04 21:36:22,49.4867,105.9228,-3.03,92,27,5.01
286,Agua Dulce,MX,2022-01-04 21:36:22,18.1333,-94.1333,67.78,82,97,6.02
287,Kavieng,PG,2022-01-04 21:36:22,-2.5744,150.7967,81.97,77,99,8.21
288,Emerald,AU,2022-01-04 21:36:23,-23.5333,148.1667,85.33,39,0,5.75
289,Kimberley,ZA,2022-01-04 21:36:23,-28.7323,24.7623,67.69,73,23,11.5
290,Baykit,RU,2022-01-04 21:36:23,61.67,96.37,7.99,98,100,3.11
291,Purpe,RU,2022-01-04 21:36:24,64.4803,76.6897,-9.85,92,53,20.2
